publication_number,publication_date,country_code,application_number,filing_date,grant_date,titulo,resumo,codigos_cpc
US-2024157018-A1,20240516,US,US-202017768358-A,20201014,0,"Deodorizer composition, absorbing body, and absorbent article","An absorbent article 100 includes an absorber 10, the absorber 10 contains water-absorbent resin particle 10a composed of a deodorant composition, and the deodorant composition contains silver zeolite, an organic antimicrobial, and a water-absorbent resin.",A61L15/46; A61F13/8405; A61L15/18; A61L15/20; A61F2013/8414; A61L2300/104; A61L2300/21; A61L15/46; A61F13/8405; A61F13/15; A61L15/46; A61L15/18; A61L15/20; A61L15/24; A61F13/15; A61F13/53; A61L2300/104; A61F2013/8414; A61F2013/8423; A61F13/53; A61L15/24; A61L15/18; A61L15/46; A61L9/01; A61L2300/104; A61L2300/204; A61F13/8405; A61F2013/8414; A61L15/18; A61L15/20; A61L2300/104; A61L2300/21
US-2024157120-A1,20240516,US,US-202318493512-A,20231024,0,"Vacuum-Assisted Agent Delivery Devices, and Related Systems and Methods","A device for vacuum-assisted in vivo delivery of an agent into cells of tissue includes a housing that defines a chamber and at least one opening into the chamber. A port extends through the housing, is remote from the at least one opening, and is connectable to a vacuum source. The port is configured to communicate vacuum pressure from the vacuum source to the chamber for drawing tissue through the opening and into the chamber.",A61N1/0412; A61M37/00; A61N1/0476; A61N1/327; A61M2037/0007; A61N1/0412; A61N1/0412; A61N1/327; A61N1/0412; A61M37/00; A61M2037/0007; A61N1/0476; A61N1/327; A61B2018/00291; A61B2018/00291; A61N1/0476; A61M2037/0007; A61N1/327; A61M37/00; A61N1/0412; A61N1/0476; A61M5/3007; A61M37/00; A61M2037/0007; A61N1/327; A61M2037/0007; A61M37/00; A61N1/0476
US-2024157480-A1,20240516,US,US-202218550373-A,20220308,0,Method for processing a cardboard with a laser beam,"A method for processing a cardboard (12) with a laser beam (14) is provided, wherein the laser beam (14) is moved over the cardboard (12) along a desired folding line (24) such that an upper layer of the cardboard (12) is ablated without cutting through the cardboard (12), wherein the laser beam (14) is adjusted such that the laser beam (14) is focused below the cardboard (12). Further, a device (10) for carrying out a method for processing a cardboard (12) with a laser beam (14) is provided.",B31B50/25; B23K26/364; B23K26/0648; B23K26/082; B23K2103/40; B23K26/364; B23K26/364; B23K26/364; B23K26/402; B23K2103/40; B23K26/082; B31B50/25; B23K26/402; B23K26/082; B31B50/25; B23K2103/40; B23K26/082; B23K2103/40; B23K26/0648
US-2024157969-A1,20240516,US,US-202318505314-A,20231109,0,Methods and systems for determining control decisions for a vehicle,"A computer implemented method for determining control decisions for a vehicle comprises the following steps carried out by computer hardware components: acquiring sensor data; and processing the acquired sensor data to determine one or more control decisions. Determining the one or more control decisions comprises: determining a probability distribution over a discrete action space based on the processing of the acquired sensor data and an accumulator value, the accumulator value being indicative of control decisions taken in the past; sampling the probability distribution; and determining the control decision based on the sampling. The accumulator value is updated based on the probability distribution and/or the determined control decision.",B60W60/001; B60W30/18163; B60W50/00; G06N20/00; G06F17/18; B60W60/0011; G06N3/02; B60W2556/10; G06N3/0442; B60W60/0011; G06N3/092; G08G1/167; G08G1/0112; G08G1/0133; G08G1/0145; B60W2556/10; G06N3/02; B60W30/18163; B60W60/0011; B60W2556/10
US-2024160000-A1,20240516,US,US-202218559473-A,20220526,0,Coverslipping method,"A microscope system may be integrated with a coverslipping device. A method of preparing a microscope slide for imaging a sample on the microscope slide may include placing a transparent flowable material on the sample while the slide is supported with one or more linkages coupled to a processor, covering the sample with a coverslip, and placing the microscope slide on a microscope stage with the one or more linkages coupled to the slide and the processor. Various other systems and methods are provided.",G02B21/33; G02B21/26; G02B21/362; G02B21/26; G02B21/34; G01N1/30; G02B21/34; G02B21/34; G01N1/30
US-2024160463-A1,20240516,US,US-202318214204-A,20230626,0,Secure drive for computer systems,"A secure computer drive system includes an application programming interface, a graphical user, and a distributed computer system. The application programming interface provides a plurality of functions associated with a computer interface that are accessible to a computer application. The graphical user interface is coupled to the application programming interface, drives a computer display to display contents of the secure computer drive system, and receives user inputs for changing the contents using an operating system file explorer. The distributed computer system is implemented using an event actor architecture that maintains a chain-of-events consensus algorithm.",G06F9/45558; G06F2009/45587; G06F21/57; G06F9/45558; G06F21/64; G06F2009/45587
US-2024162352-A1,20240516,US,US-202318302692-A,20230418,0,Semiconductor device and method of manufacturing the same,"A semiconductor device may include a first electrode including carbon, an anti-oxidation layer located on the first electrode, a barrier layer located on the anti-oxidation layer and including oxide, a variable resistance layer located on the barrier layer, and a second electrode located on the variable resistance layer. One or both of the anti-oxidation layer and the barrier layer may each have a thickness of 0.1 nm to 2 nm.",H10D64/011; H10D64/60; H10D99/00; H10D89/00; H10D1/40; H10N50/10; H10B63/20; H10B63/80; H10N70/011; H10N70/882; H10N70/826; H10N70/8828; H10B63/24; H10N70/011; H10N70/826; H10N70/823; H10B63/845; H10N70/231; H10B63/10; H01L29/86; H01L21/443; H01L27/02; H01L29/66969; H01L29/43
US-2024164238-A1,20240523,US,US-202318503734-A,20231107,0,Method for Ascertaining Status Information Regarding a Status of an Agricultural Working Tool of an Agricultural Working Machine,"A method for ascertaining status information regarding a status of an agricultural working tool of an agricultural working machine used for treating an agricultural area is disclosed. The agricultural working tool is tracked by way of a radar sensor in order to obtain radar sensor data, and the status information regarding the status of the agricultural working tool is ascertained using the radar sensor data of the radar sensor by way of a computing unit.",A01C23/008; A01C23/047; A01B69/004; A01C21/005; A01B69/004; A01C21/005; A01B69/004; A01B79/005
US-2024165264-A1,20240523,US,US-202318517633-A,20231122,0,T cell activation,"Provided is a method of activating T cells, the method including contacting the T cells with a plurality of magnetic nanoparticles (MNPs), wherein each MNP is functionalized with a T cell receptor (TCR) binding moiety, and exposing the T cells to a magnetic field. The method finds utility in the treatment of cancer and autoimmune disease.",A61K47/6929; A61K41/0052; A61P37/04; C07K16/2809; C07K16/2818; A61K47/6929; C07K16/2809; A61P37/04; C07K16/2818; A61K41/0052; A61P37/04; A61K47/6923; A61K47/6929; A61K47/6849
US-2024165694-A1,20240523,US,US-202318175586-A,20230228,0,Method for forming hitch ball head,"A method for forming a hitch ball head includes a pre-forging step, in which a columnar blank is prepared and is extruded to form a pre-forged blank; a first forging step, in which the pre-forged blank is extruded and drawn to form first and second forged portions; a second forging step, in which the pre-forged blank is extruded and drawn to shorten a length of the first forged portion and to form the second forged portion into a to-be-formed section and a columnar base section; a first forming step, in which the pre-forged blank is extruded to form the first forged portion into a ball head portion and to form the columnar base section into a connecting segment and a columnar segment; and a second forming step, in which the pre-forged blank is extruded to form the to-be-formed section into a seat section to thereby obtain the hitch ball head.",B21K23/04; B21K1/44; B60D1/06; F16C11/0685; B21K7/12; B60D1/06; B21K7/12; B60D1/06; F16C11/0685
US-2024167073-A1,20240523,US,US-202318524578-A,20231130,0,"System, method and interface for parallel processing of antimicrobial susceptibility tests using different samples","An improved system, method and interface for automated rapid antimicrobial susceptibility testing (AST) is disclosed which includes, in one aspect, a carrier population station comprising a workstation having a graphic user interface (GUI). The GUI accepts information from a lab technologist, including information related to a scope of testing to be performed on a patient sample. The GUI controls intelligent assignment of patient samples to test panels in a manner that maximize utilization of the test carrier by grouping together samples of similar tests scopes and advantageously testing those samples using one multiplexed test panel. Customizing workflow in accordance with test scope to facilitate parallel processing of multiple samples advantageously reduces laboratory waste, decreases test latencies, increases AST system throughput and efficiency, and thus lowers the costs to the AST lab.",C12Q1/20; C12Q3/00; G16H10/40; G16H20/10; C12Q1/20; C12Q1/20; C12Q3/00; G16H10/40; G16H40/63; G16H20/10; G16H10/40; C12Q3/00
US-2024169046-A1,20240523,US,US-202318521808-A,20231128,0,Biometric authentication techniques,"Techniques are disclosed relating to biometric authentication, e.g., facial recognition. In some embodiments, a device is configured to verify that image data from a camera unit exhibits a pseudo-random sequence of image capture modes and/or a probing pattern of illumination points (e.g., from lasers in a depth capture mode) before authenticating a user based on recognizing a face in the image data. In some embodiments, a secure circuit may control verification of the sequence and/or the probing pattern. In some embodiments, the secure circuit may verify frame numbers, signatures, and/or nonce values for captured image information. In some embodiments, a device may implement one or more lockout procedures in response to biometric authentication failures. The disclosed techniques may reduce or eliminate the effectiveness of spoofing and/or replay attacks, in some embodiments.",G06F21/32; G06F21/83; G06V40/166; G06V40/172; G06V40/40; H04L9/0844; H04L9/085; H04L9/3228; H04L9/3231; H04L9/3234; H04L9/3247; H04L63/0861; H04W12/06; G06F21/32; G06F21/32; G06F21/83; H04L9/3228; H04L9/3234; H04L9/3247; H04L63/0861; H04W12/06; H04L9/0844; H04L9/3231; H04W12/65; G06V40/166; G06V40/172; G06V40/40; H04L9/3247; H04W12/06; H04L9/3234; H04L63/0861; H04L9/3228; G06F21/83; G06V40/40; G06V40/166; G06V40/172; H04L9/0844; H04L9/085; H04L9/3231
US-2024169115-A1,20240523,US,US-202218281997-A,20220324,0,Modeling thermal and mechanical cancellation of residual stress from hybrid additive manufacturing by laser peening,"Additive manufacturing (AM) of metals can result in parts with unfavorable mechanical properties. Laser peening (LP) is a high strain rate mechanical surface treatment that hammers a workpiece and induces favorable mechanical properties. Peening strain hardens a surface and imparts compressive residual stresses improving the mechanical properties of a material. This disclosure describes systems, methods, and techniques for modeling laser peening of a part and determining when and where laser peening can be applied to layers of the part in order to improve the mechanical properties of that part.",G06F30/20; B22F10/31; B22F10/37; B22F10/50; B22F10/85; B22F12/90; B33Y30/00; B33Y40/00; B33Y50/02; B22F10/85; G06F30/20; B33Y50/02; B22F10/50; G06F30/23; G06F2113/10; G06F2119/08; G06F2119/14; B33Y30/00; B33Y40/00; B33Y50/02; B22F10/31; B22F10/37; B22F10/85; B22F10/50; B22F12/90
US-2024172576-A1,20240530,US,US-202218071997-A,20221130,0,Specific traversal plan from general plan and actual traversal of lattice,A specific plan for traversing a lattice of a geographic region is generated and provided to an autonomous vehicle. A general plan that includes the lattice and a planned sequence of operator traversal data of the lattice is received. Actual operator traversal data used to traverse the geographical region is determined. A tolerance range that defines an allowable deviation from the general plan is determined. A first subset of the actual operator traversal data that is within the tolerance range and a second subset of the actual operator traversal data that is not within the tolerance range is determined. A specific plan for traversing the geographical region is formulated based on the first subset of the actual operator traversal data that is within the tolerance range. The specific plan is provided to the autonomous vehicle for controlling traversal of the geographical region by the autonomous vehicle.,G05D1/2297; G01C21/3407; G05D2107/21; G05D2109/10; G05D2105/15; G05D1/644; G05D1/2297; G05D1/648; G01C21/3407; A01B69/008; G05D1/0217; G05D1/0219; G05D2201/0201; A01B69/008
US-2024172794-A1,20240530,US,US-202318388172-A,20231108,0,Electronic cigarette,"An electronic cigarette includes an atomizing body and an atomizing core disposed inside the atomizing body to absorb and atomize e-liquid. The atomizing body includes a first e-liquid chamber, a second e-liquid chamber, and an e-liquid delivery section. The e-liquid delivery section is disposed between the first e-liquid chamber and the second e-liquid chamber. The atomizing core is disposed within the first e-liquid chamber to absorb and atomize the e-liquid stored in the first e-liquid chamber. The e-liquid delivery section includes a sealing component movable between a first position and a second position. The first position is where the sealing component seals the e-liquid delivery section and thus isolates the first e-liquid chamber and the second e-liquid chamber. The second position is where the sealing component is disconnected from the e-liquid delivery section, allowing the first e-liquid chamber and the second e-liquid chamber to communicate with each other.",A24F40/42; A24F40/10; A24F40/46; A24F40/485; A24F15/015; A24F40/42; A24F40/485; A24F40/40; A24F40/485; A24F40/10; A24F40/46
